{0.01904297,-0.05224609,0.9780273},
{0.01904297,-0.05224609,0.9780273},
{0.01904297,-0.06787109,0.9975586},
{0.02685547,-0.03271484,0.9897461},
{0.003417969,-0.03271484,0.9936523},
{0,-0.009277344,1.020508},
{-0.00390625,-0.02880859,1.020508},
{0.01123047,-0.03271484,1.001465},
{-0.0078125,-0.04443359,1.009277},
{0.01513672,-0.03271484,1.001465},
{0.007324219,-0.03271484,0.9819336},
{0.003417969,-0.02490234,1.005371},
{-0.00390625,-0.05615234,1.012695},
{0.02294922,-0.04052734,1.009277},
{0,-0.05224609,0.9858398},
{0.03076172,-0.04052734,0.9936523},
{0.01904297,-0.06005859,0.9897461},
{0.01904297,-0.04443359,1.005371},
{0.02294922,-0.06005859,1.009277},
{0.007324219,-0.03271484,1.001465},
{0.02685547,-0.06787109,1.005371},
{0.03515625,-0.06005859,0.9741211},
{0.02294922,-0.04443359,0.9858398},
{0.01123047,-0.05224609,1.005371},
{-0.00390625,-0.05224609,1.001465},
{0.02294922,-0.05224609,1.005371},
{0.003417969,-0.05224609,1.001465},
{0.01904297,-0.04833984,1.001465},
{0.01123047,-0.03662109,1.005371},
{0.003417969,-0.05615234,0.9858398},
{0.01513672,-0.02880859,0.9741211},
{0.01904297,-0.04052734,1.001465},
{-0.0078125,-0.04443359,1.001465},
{0.003417969,-0.05615234,0.9936523},
{0.01123047,-0.06005859,0.9936523},
{0.003417969,-0.04833984,1.001465},
{0,-0.06396484,1.016602},
{0,-0.05615234,0.9819336},
{-0.00390625,-0.04833984,1.005371},
{0.01123047,-0.06005859,0.9897461},
{0.01123047,-0.05224609,1.001465},
{0.03076172,-0.05615234,0.9780273},
{0.02294922,-0.05224609,0.9819336},
{0.01904297,-0.03662109,1.001465},
{0.03515625,-0.06005859,0.9975586},
{0.01513672,-0.05615234,0.9936523},
{0.01904297,-0.06787109,0.9897461},
{0.02294922,-0.03662109,0.9819336},
{0.02294922,-0.05224609,1.005371},
{0.01123047,-0.03271484,1.001465},
{0.01904297,-0.06396484,1.012695},
{0.01904297,-0.05224609,0.9819336},
{0.003417969,-0.03271484,0.9897461},
{0.01904297,-0.03271484,1.001465},
{0.01904297,-0.05224609,1.009277},
{0.01123047,-0.05615234,1.020508},
{0.02294922,-0.06787109,0.9858398},
{0.01904297,-0.06005859,1.012695},
{0.02685547,-0.04052734,1.012695},
{0.02294922,-0.02099609,1.005371},
{0.02685547,-0.06005859,1.001465},
{0.03076172,-0.05224609,0.9936523},
{0.03076172,-0.05615234,1.005371},
{0.01123047,-0.05615234,0.9858398},
{-0.01220703,-0.06396484,0.9897461},
{0.01904297,-0.05615234,0.9741211},
{0.003417969,-0.06396484,1.001465},
{0.01123047,-0.07177734,0.9819336},
{0.01904297,-0.05224609,0.9975586},
{0.01513672,-0.06396484,0.9858398},
{0.01123047,-0.04443359,1.001465},
{0,-0.02880859,0.9897461},
{0.01904297,-0.01708984,1.016602},
{0.003417969,-0.03662109,1.032227},
{0.01513672,-0.02880859,1.005371},
{0.003417969,-0.03662109,0.9819336},
{0.01513672,-0.06787109,1.005371},
{0.01513672,-0.05224609,1.005371},
{0.007324219,-0.05224609,1.020508},
{0.01123047,-0.04833984,0.9975586},
{0.01904297,-0.04443359,1.005371},
{-0.00390625,-0.06787109,0.9897461},
{0.01904297,-0.05615234,1.005371},
{0.01123047,-0.04833984,0.9897461},
{0.01904297,-0.04052734,0.9936523},
{0.03076172,-0.05224609,1.005371},
{0,-0.02880859,0.9897461},
{0.01904297,-0.04833984,1.001465},
{0.01904297,-0.05224609,1.012695},
{0.01123047,-0.04443359,1.001465},
{0.01513672,-0.04833984,0.9858398},
{0.01123047,-0.04052734,0.9858398},
{0.02294922,-0.04443359,0.9858398},
{0.02294922,-0.06787109,1.005371},
{0.01904297,-0.04833984,1.001465},
{0.01904297,-0.05224609,0.9936523},
{0.01904297,-0.05615234,0.9897461},
{0.01904297,-0.03271484,0.9975586},
{0.01904297,-0.04833984,0.9780273},
{-0.00390625,-0.03662109,1.001465},
{-0.00390625,-0.05224609,1.016602},
{0.01513672,-0.05615234,1.005371},
{0.003417969,-0.05615234,1.016602},
{0,-0.04052734,1.005371},
{0.003417969,-0.03662109,0.9897461},
{0.02294922,-0.03662109,1.005371},
{0,-0.04052734,1.024414},
{0.01123047,-0.04443359,0.9936523},
{0.007324219,-0.05615234,1.009277},
{-0.00390625,-0.03662109,0.9936523},
{0.01123047,-0.07177734,1.02832},
{0.01123047,-0.06396484,1.009277},
{0.02294922,-0.05615234,1.009277},
{0.007324219,-0.04833984,1.001465},
{0.02294922,-0.07177734,1.005371},
{0.01904297,-0.06396484,0.9819336},
{0.01904297,-0.07177734,0.9819336},
{0.01904297,-0.06005859,1.012695},
{0.01513672,-0.05224609,0.9780273},
{0.02294922,-0.06396484,0.9741211},
{0.02294922,-0.04443359,1.005371},
{0,-0.06005859,1.001465},
{0.01123047,-0.06787109,1.005371},
{0.01123047,-0.07177734,0.9780273},
{0.02685547,-0.06396484,0.9858398},
{0.01513672,-0.05224609,0.9707031},
{0.003417969,-0.06005859,0.9819336},
{0.01904297,-0.06005859,0.9897461},
{0.02294922,-0.05224609,0.9741211},
{0.007324219,-0.06787109,1.001465},
{-0.0078125,-0.07177734,1.005371},
{0.003417969,-0.05615234,1.016602},
{0.01904297,-0.05224609,1.009277},
{0.01904297,-0.05224609,1.020508},
{0.01904297,-0.06005859,1.005371},
{0.007324219,-0.06005859,1.020508},
{-0.03173828,-0.05615234,0.9858398},
{-0.0078125,-0.08349609,1.009277},
{0,-0.04833984,1.020508},
{0.007324219,-0.03662109,0.9975586},
{0,-0.06787109,1.009277},
{0.01904297,-0.05224609,1.001465},
{0.01123047,-0.06787109,1.012695},
{0.01904297,-0.05224609,1.009277},
{0.007324219,-0.06787109,1.009277},
{0,-0.05224609,0.9780273},
{0.007324219,-0.06005859,0.9819336},
{0.01513672,-0.04052734,0.9897461},
{0.01904297,-0.06005859,0.9936523},
{0.007324219,-0.04443359,0.9897461},
{-0.0078125,-0.04443359,1.005371},
{-0.01220703,-0.04443359,1.005371},
{0.003417969,-0.06005859,0.9858398},
{-0.01611328,-0.06396484,1.005371},
{0.003417969,-0.04833984,1.001465},
{0.007324219,-0.05224609,0.9858398},
{0.01904297,-0.05615234,0.9897461},
{0,-0.04443359,1.009277},
{0.01123047,-0.04833984,1.012695},
{0.01904297,-0.06396484,1.009277},
{0.01904297,-0.04833984,1.005371},
{0.003417969,-0.06005859,0.9858398},
{0.01513672,-0.04052734,0.9936523},
{0.02685547,-0.02490234,1.020508},
{0,-0.04833984,1.001465},
{0.007324219,-0.05615234,1.016602},
{0.01904297,-0.06396484,1.009277},
{0.01904297,-0.04833984,1.005371},
{-0.01611328,-0.04052734,0.9897461},
{0,-0.04052734,1.020508},
{-0.02001953,-0.03662109,1.012695},
{0.003417969,-0.05224609,1.012695},
{-0.0078125,-0.05615234,0.9741211},
{0.003417969,-0.07568359,1.009277},
{0.003417969,-0.06005859,1.001465},
{-0.00390625,-0.06787109,1.005371},
{0,-0.04052734,1.012695},
{-0.01611328,-0.06005859,1.001465},
{-0.00390625,-0.04443359,0.9819336},
{0.003417969,-0.06005859,0.9780273},
{-0.01220703,-0.04443359,1.009277},
{0.003417969,-0.04443359,0.9819336},
{-0.01611328,-0.05615234,0.9897461},
{-0.01611328,-0.06787109,0.9780273},
{-0.00390625,-0.06787109,0.9936523},
{-0.01220703,-0.05615234,0.9819336},
{-0.01220703,-0.06396484,0.9741211},
{-0.01220703,-0.05224609,0.9936523},
{-0.02392578,-0.07177734,1.016602},
{-0.03173828,-0.03271484,1.001465},
{-0.01611328,-0.06005859,1.001465},
{-0.01611328,-0.07177734,1.001465},
{-0.01220703,-0.05224609,0.9858398},
{0.01123047,-0.06005859,0.9858398},
{0.01904297,-0.07568359,0.9936523},
{0.003417969,-0.07568359,0.9780273},
{-0.00390625,-0.04443359,1.009277},
{0.01904297,-0.06005859,0.9936523},
{0,-0.04443359,1.001465},
{-0.01611328,-0.06005859,0.9858398},
{-0.02392578,-0.04443359,1.016602},
{-0.02783203,-0.04833984,1.005371},
